,Code commune,Libellé commune,Code BV,id_bv,MARECHAL_eur,AUBRY_eur,BARDELLA_eur,TOUSSAINT_eur,HAYER_eur,BELLAMY_eur,GLUCKSMANN_eur,DEFFONTAINES_eur,Votants_eur,Blancs_eur,Nuls_eur,Inscrits_eur,TOUNSI_t1,GAILLARD_t1,ISNARD_t1,BREGEON_t1,PRETO_t1,YVARS_t1,MARTIN_t1,Votants_t1,Blancs_t1,Nuls_t1,Inscrits_t1,GAILLARD_t2,BREGEON_t2,Votants_t2,Blancs_t2,Nuls_t2,Inscrits_t2,evolution_Gaillard_t1_t2_abs,evolution_Gaillard_t1_t2_pct,evolution_Bregeon_t1_t2_abs,evolution_Bregeon_t1_t2_pct,evolution_Participation_t1_t2_abs,evolution_Participation_t1_t2_pct,evolution_Blancs_t1_t2_abs,evolution_Blancs_t1_t2_pct,evolution_BregeonIsnard_t1_t2_abs,evolution_BregeonIsnard_t1_t2_pct,evolution_NFP_eur_t1_abs,evolution_NFP_eur_t1_pct,evolution_LREM_eur_t1_abs,evolution_LREM_eur_t1_pct,evolution_LR_eur_t1_abs,evolution_LR_eur_t1_pct,evolution_RN_eur_t1_abs,evolution_RN_eur_t1_pct,evolution_Reqt_eur_t1_abs,evolution_Reqt_eur_t1_pct,evolution_EXD_eur_t1_abs,evolution_EXD_eur_t1_pct,evolution_Participation_eur_t1_abs,evolution_Participation_eur_t1_pct,evolution_Blancs_eur_t1_abs,evolution_Blancs_eur_t1_pct
47,92014,Bourg-la-Reine,4,92014_4,30,78,56,62,90,41,119,12,537,4,7,856,7,287,25,216,4,91,4,641,6,1,846,311,266,615,30,8,847,24,2.803738317757009,50,5.841121495327103,-26,-3.0373831775700935,24,2.803738317757009,25,2.9205607476635516,16,1.8691588785046727,126,14.719626168224298,-16,-1.8691588785046727,35,4.0887850467289715,-26,-3.0373831775700935,9,1.0514018691588785,104,12.149532710280374,2,0.23364485981308408
48,92014,Bourg-la-Reine,5,92014_5,17,124,80,21,38,17,34,6,378,3,3,906,27,288,17,85,7,93,5,536,6,8,887,361,146,540,25,8,887,73,8.057395143487858,61,6.73289183222958,4,0.44150110375275936,19,2.097130242825607,44,4.856512141280353,103,11.368653421633553,47,5.187637969094923,0,0.0,13,1.434878587196468,-10,-1.1037527593818985,3,0.33112582781456956,158,17.439293598233995,3,0.33112582781456956
49,92014,Bourg-la-Reine,6,92014_6,27,75,86,66,133,82,156,11,701,8,8,1023,11,322,52,315,12,104,6,828,4,2,1014,336,413,776,18,9,1015,14,1.3685239491691104,98,9.579667644183774,-52,-5.083088954056696,14,1.3685239491691104,46,4.496578690127078,14,1.3685239491691104,182,17.790811339198438,-30,-2.932551319648094,18,1.7595307917888565,-15,-1.466275659824047,3,0.2932551319648094,127,12.41446725317693,-4,-0.39100684261974583
50,92014,Bourg-la-Reine,7,92014_7,32,71,65,65,135,75,142,7,641,8,4,975,9,318,36,286,7,100,6,775,10,3,966,345,366,741,20,10,966,27,2.769230769230769,80,8.205128205128204,-34,-3.4871794871794872,10,1.0256410256410255,44,4.512820512820513,33,3.3846153846153846,151,15.487179487179487,-39,-4.0,35,3.5897435897435894,-25,-2.564102564102564,10,1.0256410256410255,134,13.743589743589743,2,0.20512820512820512
51,92014,Bourg-la-Reine,8,92014_8,23,97,70,53,115,53,123,7,603,7,1,972,7,306,39,259,6,102,7,738,7,5,975,325,346,701,20,10,975,19,1.954732510288066,87,8.950617283950617,-37,-3.8065843621399176,13,1.337448559670782,48,4.938271604938271,26,2.674897119341564,144,14.814814814814813,-14,-1.440329218106996,32,3.292181069958848,-17,-1.7489711934156378,15,1.5432098765432098,135,13.88888888888889,0,0.0
52,92014,Bourg-la-Reine,9,92014_9,38,71,74,62,151,78,138,12,671,3,4,981,7,295,43,316,12,103,4,789,5,4,968,303,396,732,24,9,967,8,0.8154943934760449,80,8.154943934760448,-57,-5.81039755351682,19,1.9367991845056065,37,3.771661569826707,12,1.2232415902140672,165,16.819571865443425,-35,-3.567787971457696,29,2.9561671763506627,-26,-2.650356778797146,3,0.3058103975535168,118,12.028542303771662,2,0.20387359836901123
53,92014,Bourg-la-Reine,10,92014_10,51,44,62,49,167,74,112,7,622,11,6,899,5,203,46,330,24,92,0,716,14,2,898,204,427,672,32,9,898,1,0.11123470522803114,97,10.789766407119021,-44,-4.894327030033371,18,2.0022246941045605,51,5.672969966629588,-9,-1.0011123470522802,163,18.13125695216908,-28,-3.114571746384872,30,3.337041156840934,-27,-3.0033370411568407,3,0.33370411568409347,94,10.456062291434929,3,0.33370411568409347
54,92014,Bourg-la-Reine,11,92014_11,45,50,72,69,171,60,131,9,660,7,2,1001,4,248,44,343,7,120,4,786,13,3,986,265,428,726,24,9,987,17,1.6983016983016983,85,8.49150849150849,-60,-5.994005994005994,11,1.098901098901099,41,4.095904095904096,-11,-1.098901098901099,172,17.182817182817185,-16,-1.5984015984015985,48,4.795204795204795,-38,-3.796203796203796,10,0.999000999000999,126,12.587412587412588,6,0.5994005994005994
55,92014,Bourg-la-Reine,12,92014_12,48,83,46,55,147,68,122,10,643,2,5,904,7,280,45,313,3,73,4,732,4,3,901,279,390,694,16,9,902,-1,-0.11061946902654868,77,8.517699115044246,-38,-4.20353982300885,12,1.3274336283185841,32,3.5398230088495577,10,1.1061946902654867,166,18.36283185840708,-23,-2.5442477876106198,27,2.9867256637168142,-45,-4.977876106194691,-18,-1.991150442477876,89,9.845132743362832,2,0.22123893805309736
56,92014,Bourg-la-Reine,13,92014_13,32,70,51,78,153,63,165,8,675,3,3,971,4,297,38,360,5,78,3,795,4,6,971,323,409,758,17,9,972,26,2.677651905252317,49,5.046343975283213,-37,-3.810504634397528,13,1.3388259526261586,11,1.132852729145211,-24,-2.47167868177137,207,21.318228630278064,-25,-2.5746652935118437,27,2.780638516992791,-27,-2.780638516992791,0,0.0,120,12.358393408856848,1,0.10298661174047373
57,92014,Bourg-la-Reine,14,92014_14,37,82,58,58,163,79,157,5,698,2,2,1030,7,309,38,349,12,92,9,827,8,3,1027,321,417,766,22,6,1027,12,1.1650485436893203,68,6.601941747572816,-61,-5.922330097087379,14,1.3592233009708738,30,2.912621359223301,7,0.6796116504854369,186,18.058252427184467,-41,-3.9805825242718447,34,3.300970873786408,-25,-2.4271844660194173,9,0.8737864077669903,129,12.524271844660195,6,0.5825242718446602
58,92019,Châtenay-Malabry,1,92019_1,17,73,88,68,162,66,159,11,706,6,0,1090,11,312,36,359,7,110,1,851,15,0,1083,332,437,802,33,0,1083,20,1.834862385321101,78,7.155963302752294,-49,-4.495412844036697,18,1.651376146788991,42,3.853211009174312,1,0.09174311926605505,197,18.073394495412845,-30,-2.7522935779816518,22,2.0183486238532113,-10,-0.9174311926605505,12,1.1009174311926606,145,13.302752293577983,9,0.8256880733944955
59,92019,Châtenay-Malabry,2,92019_2,18,64,72,61,161,63,136,12,650,1,0,978,8,261,42,342,3,110,2,777,9,0,970,282,414,720,24,0,970,21,2.147239263803681,72,7.361963190184049,-57,-5.828220858895705,15,1.5337423312883436,30,3.067484662576687,-12,-1.2269938650306749,181,18.50715746421268,-21,-2.147239263803681,38,3.885480572597137,-15,-1.5337423312883436,23,2.3517382413087935,127,12.985685071574643,8,0.81799591002045
60,92019,Châtenay-Malabry,3,92019_3,36,68,86,68,134,100,123,4,693,9,0,1021,7,255,65,328,8,104,8,797,22,0,1030,270,436,748,42,0,1030,15,1.4691478942213516,108,10.577864838393731,-49,-4.799216454456415,20,1.9588638589618024,43,4.211557296767874,-8,-0.7835455435847208,194,19.000979431929483,-35,-3.4280117531831538,18,1.762977473065622,-28,-2.742409402546523,-10,-0.9794319294809012,104,10.186092066601372,13,1.2732615083251715
61,92019,Châtenay-Malabry,4,92019_4,40,84,121,33,114,63,85,11,618,7,0,1077,8,256,47,283,12,151,5,783,21,0,1066,264,395,701,42,0,1066,8,0.7428040854224698,112,10.399257195914577,-82,-7.613741875580315,21,1.9498607242339834,65,6.035283194057568,43,3.9925719591457756,169,15.691736304549675,-16,-1.4856081708449396,30,2.785515320334262,-28,-2.5998142989786444,2,0.18570102135561745,165,15.32033426183844,14,1.2999071494893222
62,92019,Châtenay-Malabry,5,92019_5,39,79,110,37,138,67,80,11,628,10,0,1117,15,260,50,305,6,161,4,821,20,0,1110,268,418,742,56,0,1110,8,0.7162041181736795,113,10.116383169203223,-79,-7.072515666965085,36,3.222918531781558,63,5.640107430617726,53,4.744852282900626,167,14.95076096687556,-17,-1.521933751119069,51,4.565801253357207,-33,-2.954341987466428,18,1.611459265890779,193,17.278424350940018,10,0.8952551477170994
63,92019,Châtenay-Malabry,6,92019_6,35,115,105,32,125,59,91,6,666,19,0,1251,16,294,50,337,7,137,7,876,28,0,1240,312,472,832,48,0,1241,18,1.4388489208633095,135,10.79136690647482,-44,-3.5171862509992007,20,1.5987210231814548,85,6.794564348521183,50,3.996802557953637,212,16.94644284572342,-9,-0.7194244604316548,32,2.5579536370903275,-28,-2.238209432454037,4,0.31974420463629094,210,16.786570743405278,9,0.7194244604316548
64,92019,Châtenay-Malabry,7,92019_7,16,142,87,28,43,27,49,12,499,18,0,1179,21,327,23,145,2,126,16,689,29,0,1161,366,230,660,64,0,1161,39,3.307888040712468,85,7.20949957591179,-29,-2.4597116200169635,35,2.9686174724342664,62,5.258693808312128,96,8.142493638676845,102,8.651399491094146,-4,-0.33927056827820185,39,3.307888040712468,-14,-1.1874469889737065,25,2.1204410517387617,190,16.11535199321459,11,0.9329940627650551
65,92019,Châtenay-Malabry,8,92019_8,14,102,65,9,27,10,24,3,310,17,0,843,13,236,12,70,1,73,6,427,16,0,831,269,117,418,32,0,832,33,3.9145907473309607,47,5.575326215895611,-9,-1.0676156583629894,16,1.8979833926453145,35,4.151838671411625,98,11.625148279952551,43,5.100830367734282,2,0.2372479240806643,8,0.9489916963226572,-13,-1.542111506524318,-5,-0.5931198102016607,117,13.87900355871886,-1,-0.11862396204033215
66,92019,Châtenay-Malabry,9,92019_9,25,126,111,19,43,17,34,12,472,19,0,1099,18,280,15,117,2,152,15,631,32,0,1086,309,208,590,73,0,1086,29,2.6387625113739763,91,8.280254777070063,-41,-3.7306642402183803,41,3.7306642402183803,76,6.915377616014559,89,8.098271155595995,74,6.733393994540491,-2,-0.18198362147406735,41,3.7306642402183803,-23,-2.0928116469517746,18,1.6378525932666061,159,14.467697907188354,13,1.1828935395814377
67,92019,Châtenay-Malabry,10,92019_10,41,107,129,38,96,52,91,14,670,18,0,1171,11,300,63,252,7,172,7,838,26,0,1172,326,399,787,62,0,1171,26,2.220324508966695,147,12.5533731853117,-51,-4.355251921434671,36,3.0742954739538857,84,7.173356105892399,50,4.269854824935952,156,13.321947053800171,11,0.9393680614859093,43,3.6720751494449186,-34,-2.9035012809564473,9,0.7685738684884714,168,14.346712211784798,8,0.6831767719897524
68,92019,Châtenay-Malabry,11,92019_11,26,59,90,45,117,50,118,18,587,8,0,989,8,267,37,275,10,121,3,738,17,0,976,269,378,684,37,0,976,2,0.20222446916076847,103,10.414560161779574,-54,-5.460060667340748,20,2.0222446916076846,66,6.673407482305358,27,2.730030333670374,158,15.975733063700709,-13,-1.314459049544995,31,3.1344792719919106,-16,-1.6177957532861478,15,1.5166835187057632,151,15.267947421638016,9,0.910010111223458
69,92019,Châtenay-Malabry,12,92019_12,13,172,43,44,71,24,67,8,501,11,0,906,6,326,14,165,8,70,3,608,16,0,899,332,232,593,29,0,899,6,0.6622516556291391,67,7.39514348785872,-15,-1.6556291390728477,13,1.434878587196468,53,5.849889624724062,35,3.863134657836645,94,10.375275938189846,-10,-1.1037527593818985,27,2.980132450331126,-5,-0.5518763796909493,22,2.4282560706401766,107,11.810154525386315,5,0.5518763796909493
70,92019,Châtenay-Malabry,13,92019_13,21,109,74,54,96,38,82,8,545,12,0,929,5,279,26,209,7,104,5,652,17,0,929,299,282,629,48,0,928,20,2.1528525296017222,73,7.857911733046287,-23,-2.4757804090419806,31,3.3369214208826694,47,5.059203444564048,26,2.798708288482239,113,12.16361679224973,-12,-1.2917115177610334,30,3.229278794402583,-14,-1.5069967707212055,16,1.7222820236813776,107,11.517761033369215,5,0.5382131324004306
71,92019,Châtenay-Malabry,14,92019_14,19,154,68,23,66,32,69,5,484,9,0,982,12,340,8,185,4,73,3,646,21,0,983,382,239,659,38,0,983,42,4.276985743380855,54,5.4989816700611,13,1.3238289205702647,17,1.7311608961303464,46,4.684317718940937,89,9.063136456211812,119,12.118126272912424,-24,-2.4439918533604885,5,0.5091649694501018,-15,-1.5274949083503055,-10,-1.0183299389002036,162,16.4969450101833,12,1.2219959266802443
72,92019,Châtenay-Malabry,15,92019_15,40,64,61,75,171,126,124,11,734,5,0,1094,1,269,57,415,10,111,3,878,12,0,1087,284,517,841,40,0,1087,15,1.3711151736745886,102,9.323583180987203,-37,-3.3820840950639854,28,2.5594149908592323,45,4.113345521023766,-5,-0.4570383912248629,244,22.30347349177331,-69,-6.307129798903108,50,4.570383912248629,-30,-2.742230347349177,20,1.8281535648994516,144,13.16270566727605,7,0.6398537477148081
73,92019,Châtenay-Malabry,16,92019_16,49,73,84,51,142,68,131,22,712,13,0,1085,4,314,47,316,12,115,5,832,19,0,1076,328,411,788,49,0,1076,14,1.2903225806451613,95,8.755760368663594,-44,-4.055299539170507,30,2.7649769585253456,48,4.423963133640553,37,3.410138248847926,174,16.036866359447004,-21,-1.935483870967742,31,2.857142857142857,-37,-3.410138248847926,-6,-0.5529953917050692,120,11.059907834101383,6,0.5529953917050692
74,92019,Châtenay-Malabry,17,92019_17,36,66,79,69,138,86,120,11,666,3,0,1036,7,284,52,325,9,122,2,806,5,0,1035,283,423,736,30,0,1036,-1,-0.09652509652509653,98,9.45945945945946,-70,-6.756756756756757,25,2.413127413127413,46,4.440154440154441,18,1.7374517374517375,187,18.05019305019305,-34,-3.2818532818532815,43,4.1505791505791505,-27,-2.606177606177606,16,1.5444015444015444,140,13.513513513513514,2,0.19305019305019305
75,92019,Châtenay-Malabry,18,92019_18,15,136,67,13,27,9,12,6,358,22,0,877,10,260,8,75,6,85,10,489,35,0,860,298,128,476,50,0,860,38,4.3329532497149374,53,6.043329532497149,-13,-1.4823261117445838,15,1.7103762827822122,45,5.131128848346636,93,10.604332953249715,48,5.473204104903079,-1,-0.11402508551881414,18,2.0524515393386547,-9,-1.0262257696693273,9,1.0262257696693273,131,14.937286202964653,13,1.4823261117445838
76,92019,Châtenay-Malabry,19,92019_19,43,120,97,50,94,48,91,15,649,13,0,1222,12,336,50,274,10,151,10,871,28,0,1204,350,421,823,52,0,1204,14,1.1456628477905073,147,12.029459901800326,-48,-3.927986906710311,24,1.9639934533551555,97,7.937806873977086,60,4.909983633387888,180,14.729950900163665,2,0.16366612111292964,54,4.4189852700491,-33,-2.7004909983633385,21,1.718494271685761,222,18.16693944353519,15,1.227495908346972
77,92019,Châtenay-Malabry,20,92019_20,23,149,60,22,48,17,55,9,436,11,0,954,13,339,15,123,6,76,10,607,25,0,964,358,182,585,45,0,964,19,1.9916142557651992,59,6.184486373165619,-22,-2.3060796645702304,20,2.0964360587002098,44,4.612159329140461,104,10.90146750524109,75,7.861635220125786,-2,-0.20964360587002098,16,1.6771488469601679,-17,-1.781970649895178,-1,-0.10482180293501049,171,17.92452830188679,14,1.4675052410901468
78,92071,Sceaux,1,92071_1,41,34,66,62,175,107,159,8,715,2,4,1073,1,233,75,406,12,102,4,838,5,0,1064,249,499,784,32,4,1064,16,1.4911463187325256,93,8.667287977632805,-54,-5.032618825722274,27,2.516309412861137,18,1.6775396085740912,-30,-2.7958993476234855,231,21.528424976700837,-32,-2.982292637465051,36,3.3550792171481825,-29,-2.7027027027027026,7,0.65237651444548,123,11.46318732525629,3,0.27958993476234856
79,92071,Sceaux,2,92071_2,28,71,64,81,157,60,137,2,660,1,6,1068,5,306,50,328,10,99,1,810,11,0,1052,318,379,744,34,13,1052,12,1.1235955056179776,51,4.775280898876404,-66,-6.179775280898876,23,2.153558052434457,1,0.09363295880149813,15,1.4044943820224718,171,16.01123595505618,-10,-0.9363295880149813,35,3.2771535580524342,-18,-1.6853932584269662,17,1.5917602996254683,150,14.04494382022472,10,0.9363295880149813
80,92071,Sceaux,3,92071_3,25,64,69,36,165,69,123,9,604,5,4,964,4,253,43,317,8,84,3,717,4,1,954,248,391,675,24,12,954,-5,-0.5186721991701244,74,7.676348547717843,-42,-4.356846473029045,20,2.0746887966804977,31,3.2157676348547715,21,2.1784232365145226,152,15.767634854771783,-26,-2.6970954356846475,15,1.5560165975103735,-17,-1.7634854771784232,-2,-0.2074688796680498,113,11.721991701244812,-1,-0.1037344398340249
81,92071,Sceaux,4,92071_4,48,34,68,56,200,111,160,13,733,2,3,1070,7,219,65,434,11,102,2,850,7,3,1071,233,528,802,30,11,1071,14,1.3084112149532712,94,8.785046728971963,-48,-4.485981308411215,23,2.149532710280374,29,2.710280373831776,-44,-4.112149532710281,234,21.869158878504674,-46,-4.299065420560748,34,3.177570093457944,-37,-3.4579439252336446,-3,-0.2803738317757009,117,10.934579439252337,5,0.46728971962616817
82,92071,Sceaux,5,92071_5,31,54,41,58,180,75,121,12,606,1,2,955,8,215,44,360,2,73,6,722,9,5,941,230,408,675,29,8,941,15,1.5706806282722512,48,5.026178010471204,-47,-4.9214659685863875,20,2.094240837696335,4,0.41884816753926707,-30,-3.1413612565445024,180,18.848167539267017,-31,-3.2460732984293195,32,3.3507853403141366,-29,-3.0366492146596857,3,0.31413612565445026,116,12.146596858638743,8,0.8376963350785341
83,92071,Sceaux,6,92071_6,27,81,65,71,177,68,137,9,663,1,0,1100,6,315,52,337,9,90,4,827,8,6,1099,342,432,795,16,5,1099,27,2.4545454545454546,95,8.636363636363637,-32,-2.909090909090909,8,0.7272727272727273,43,3.909090909090909,17,1.5454545454545454,160,14.545454545454545,-16,-1.4545454545454546,25,2.272727272727273,-18,-1.6363636363636365,7,0.6363636363636364,164,14.909090909090908,7,0.6363636363636364
84,92071,Sceaux,7,92071_7,18,100,59,27,34,4,42,12,339,4,7,784,11,235,22,93,3,71,4,451,5,7,778,263,130,421,20,8,778,28,3.571428571428571,37,4.719387755102041,-30,-3.826530612244898,15,1.913265306122449,15,1.913265306122449,54,6.887755102040815,59,7.525510204081633,18,2.295918367346939,12,1.530612244897959,-15,-1.913265306122449,-3,-0.3826530612244898,112,14.285714285714285,1,0.12755102040816327
85,92071,Sceaux,8,92071_8,41,85,61,75,210,90,121,11,731,3,0,1054,8,263,46,410,9,89,3,832,4,0,1057,284,504,820,23,9,1059,21,1.9924098671726755,94,8.918406072106261,-12,-1.1385199240986716,19,1.8026565464895636,48,4.554079696394687,-29,-2.7514231499051234,200,18.975332068311197,-44,-4.174573055028463,28,2.6565464895635675,-32,-3.0360531309297913,-4,-0.3795066413662239,101,9.582542694497153,1,0.09487666034155598
86,92071,Sceaux,9,92071_9,56,67,101,38,149,85,122,8,675,5,3,1066,6,241,48,332,16,131,2,788,9,3,1056,236,440,721,39,6,1057,-5,-0.46904315196998125,108,10.131332082551594,-67,-6.285178236397748,30,2.8142589118198873,60,5.628517823639775,6,0.5628517823639775,183,17.166979362101316,-37,-3.4709193245778613,30,2.8142589118198873,-40,-3.75234521575985,-10,-0.9380863039399625,113,10.600375234521577,4,0.37523452157598497
87,92071,Sceaux,10,92071_10,46,65,92,65,212,88,172,4,805,10,7,1230,2,268,68,450,13,124,3,939,7,4,1220,283,542,872,36,11,1220,15,1.2195121951219512,92,7.479674796747967,-67,-5.4471544715447155,29,2.3577235772357725,24,1.951219512195122,-38,-3.089430894308943,238,19.349593495934958,-20,-1.6260162601626018,32,2.6016260162601625,-33,-2.682926829268293,-1,-0.08130081300813008,134,10.894308943089431,-3,-0.24390243902439024
88,92071,Sceaux,11,92071_11,52,51,76,60,143,83,117,7,629,2,6,1001,13,225,39,295,6,127,1,719,9,4,991,241,383,662,30,8,991,16,1.5984015984015985,88,8.791208791208792,-57,-5.694305694305695,21,2.097902097902098,49,4.895104895104895,-10,-0.999000999000999,152,15.184815184815184,-44,-4.395604395604396,51,5.094905094905095,-46,-4.595404595404595,5,0.4995004995004995,90,8.991008991008991,7,0.6993006993006993
89,92071,Sceaux,12,92071_12,38,48,48,56,160,74,133,6,606,2,1,930,9,221,44,329,7,101,1,718,4,2,922,235,379,650,32,4,922,14,1.5053763440860215,50,5.376344086021505,-68,-7.311827956989248,28,3.010752688172043,6,0.6451612903225806,-22,-2.3655913978494625,169,18.172043010752688,-30,-3.225806451612903,53,5.698924731182796,-31,-3.3333333333333335,22,2.3655913978494625,112,12.043010752688172,2,0.21505376344086022
90,92071,Sceaux,13,92071_13,42,71,72,73,119,75,183,13,689,5,4,1046,10,331,42,319,12,84,5,814,8,3,1045,352,346,742,38,6,1046,21,2.0076481835564053,27,2.581261950286807,-72,-6.8833652007648185,30,2.8680688336520075,-15,-1.4340344168260037,-9,-0.8604206500956023,200,19.120458891013385,-33,-3.154875717017208,12,1.147227533460803,-30,-2.8680688336520075,-18,-1.7208413001912046,125,11.950286806883364,3,0.28680688336520077
91,92071,Sceaux,14,92071_14,42,89,83,48,135,67,110,12,630,3,3,1089,12,279,46,298,8,126,2,775,2,2,1096,287,424,751,30,10,1096,8,0.7346189164370982,126,11.570247933884298,-24,-2.203856749311295,28,2.571166207529844,80,7.3461891643709825,20,1.8365472910927456,163,14.967860422405877,-21,-1.9283746556473829,43,3.948576675849403,-34,-3.1221303948576673,9,0.8264462809917356,145,13.314967860422405,-1,-0.09182736455463728
